,Temperature (K),Volume (angstrom^3),E Number,E Loading Mean,E Loading STD
232,483.0,45812984490.666664,8.166666666666666,3.114583333333333e-05,4.871392896287468e-06
233,483.0,1152.0,8.166666666666666,8.0778871875,0.0009408528874462054
234,483.0,5726623061.333333,8.166666666666666,0.00025104166666666667,1.2323405350975208e-05
235,483.0,1398101.3333333333,8.166666666666666,0.9543092968750001,0.007423146145851086
236,483.0,174762.66666666666,8.166666666666666,4.088739713541667,0.016071995112392518
237,483.0,11184810.666666666,8.166666666666666,0.12860825520833333,0.0008845061092296301
238,483.0,89478485.33333333,8.166666666666666,0.01617484375,0.0001419940209122425
239,483.0,366503875925.3333,8.166666666666666,4.296875000000001e-06,1.8877963228582743e-06
240,423.0,1501199875790165.2,8.166666666666666,0.0,0.0
241,423.0,1.2009599006321322e+16,8.166666666666666,0.0,0.0
242,423.0,2932031007402.6665,8.166666666666666,1.8750000000000003e-06,9.991315673568166e-07
243,423.0,45812984490.666664,8.166666666666666,0.000114921875,9.000287840208068e-06
244,423.0,9216.0,8.166666666666666,8.040608723958332,0.0014171163499592518
245,423.0,715827882.6666666,8.166666666666666,0.007356770833333333,8.4494449912241e-05
246,423.0,21845.333333333332,8.166666666666666,7.8810208333333325,0.0026891594037188934
247,423.0,23456248059221.332,8.166666666666666,1.5625e-07,3.252603124165833e-07
248,423.0,187649984473770.66,8.166666666666666,7.8125e-08,2.429004961741879e-07
249,423.0,1398101.3333333333,8.166666666666666,3.006588046875,0.02333383369311847
250,423.0,11184810.666666666,8.166666666666666,0.47905085937499997,0.003695262448183319
251,423.0,174762.66666666666,8.166666666666666,6.565897213541667,0.012200907032057898
252,423.0,89478485.33333333,8.166666666666666,0.05931955729166667,0.0006165707267843537
253,423.0,1152.0,8.166666666666666,8.150100598958334,0.0002076305055601367
254,423.0,366503875925.3333,8.166666666666666,1.4140625e-05,3.1901838850583693e-06
255,423.0,5726623061.333333,8.166666666666666,0.0009226041666666666,2.668354771671112e-05
