,Temperature (K),Volume (angstrom^3),W Number,W Loading Mean,W Loading STD
177,493.0,39768215.7037037,2.8518518518518516,0.00013152777777777777,7.1720419596553015e-06
178,493.0,512.0,2.8518518518518516,2.4519955439814813,0.01603231644006996
179,493.0,162890611522.37036,2.8518518518518516,2.314814814814815e-08,8.965239227331984e-08
180,493.0,318145725.6296296,2.8518518518518516,1.6435185185185187e-05,2.4140755230525352e-06
181,493.0,9709.037037037036,2.8518518518518516,0.4995298032407407,0.005728048104037763
182,493.0,4096.0,2.8518518518518516,1.0617127546296297,0.01603567923854302
183,493.0,1303124892178.963,2.8518518518518516,1.1574074074074076e-08,6.444171716238451e-08
184,493.0,5337599558365032.0,2.8518518518518516,0.0,0.0
185,493.0,667199944795629.0,2.8518518518518516,0.0,0.0
186,493.0,83399993099453.62,2.8518518518518516,0.0,0.0
187,493.0,10424999137431.703,2.8518518518518516,0.0,0.0
188,493.0,20361326440.296295,2.8518518518518516,2.5462962962962963e-07,2.991399996138909e-07
189,493.0,4971026.962962963,2.8518518518518516,0.001045775462962963,2.0891864152892666e-05
190,493.0,77672.29629629629,2.8518518518518516,0.06625184027777778,0.00046038281474695145
191,493.0,621378.3703703703,2.8518518518518516,0.008385578703703704,7.950900303065476e-05
192,383.0,5337599558365032.0,2.8518518518518516,0.0,0.0
193,383.0,162890611522.37036,2.8518518518518516,5.787037037037038e-08,1.3447858840997979e-07
194,383.0,667199944795629.0,2.8518518518518516,0.0,0.0
195,383.0,39768215.7037037,2.8518518518518516,0.00024320601851851852,8.961704732142442e-06
196,383.0,77672.29629629629,2.8518518518518516,0.1510725347222222,0.010480394341077557
197,383.0,4971026.962962963,2.8518518518518516,0.0019420717592592593,2.5563749923325413e-05
198,383.0,621378.3703703703,2.8518518518518516,0.01568125,0.00018780308722523854
199,383.0,2545165805.037037,2.8518518518518516,4.0393518518518515e-06,1.313899573860972e-06
200,383.0,512.0,2.8518518518518516,2.815647372685185,0.0031679440938702738
201,383.0,83399993099453.62,2.8518518518518516,0.0,0.0
202,383.0,4096.0,2.8518518518518516,2.5783260763888887,0.012196232136061375
203,383.0,20361326440.296295,2.8518518518518516,5.092592592592593e-07,5.298853306601666e-07
204,383.0,9709.037037037036,2.8518518518518516,2.2032194328703705,0.026357691123327687
205,383.0,10424999137431.703,2.8518518518518516,0.0,0.0
206,383.0,1303124892178.963,2.8518518518518516,1.1574074074074076e-08,6.444171716238452e-08
207,383.0,318145725.6296296,2.8518518518518516,2.938657407407407e-05,2.947891900679751e-06
208,413.0,621378.3703703703,2.8518518518518516,0.012632118055555554,0.0001329080871224794
209,413.0,77672.29629629629,2.8518518518518516,0.10566333333333333,0.0013226107330709849
210,413.0,4971026.962962963,2.8518518518518516,0.0015708680555555554,1.8343760917556703e-05
211,413.0,667199944795629.0,2.8518518518518516,0.0,0.0
212,413.0,5337599558365032.0,2.8518518518518516,0.0,0.0
213,413.0,318145725.6296296,2.8518518518518516,2.5231481481481485e-05,2.6380765481311803e-06
214,413.0,162890611522.37036,2.8518518518518516,1.1574074074074076e-08,6.444171716238452e-08
215,413.0,9709.037037037036,2.8518518518518516,1.4910080555555556,0.0366981729144506
216,413.0,83399993099453.62,2.8518518518518516,0.0,0.0
217,413.0,20361326440.296295,2.8518518518518516,3.703703703703704e-07,4.342977555392065e-07
218,413.0,4096.0,2.8518518518518516,2.235387013888889,0.016644435658276984
219,413.0,2545165805.037037,2.8518518518518516,2.997685185185185e-06,1.17981776146757e-06
220,413.0,1303124892178.963,2.8518518518518516,0.0,0.0
221,413.0,512.0,2.8518518518518516,2.770975775462963,0.005675400541253784
222,413.0,10424999137431.703,2.8518518518518516,0.0,0.0
223,413.0,39768215.7037037,2.8518518518518516,0.00019752314814814817,8.043540155759237e-06
224,403.0,1303124892178.963,2.8518518518518516,1.1574074074074076e-08,6.444171716238452e-08
225,403.0,39768215.7037037,2.8518518518518516,0.0002072337962962963,7.044333677494029e-06
226,403.0,512.0,2.8518518518518516,2.788517349537037,0.002993235493587724
227,403.0,621378.3703703703,2.8518518518518516,0.013530462962962963,0.00013639941751119645
228,403.0,77672.29629629629,2.8518518518518516,0.11590435185185186,0.003802016558689801
229,403.0,4971026.962962963,2.8518518518518516,0.0016875000000000002,2.8736689529291307e-05
230,403.0,2545165805.037037,2.8518518518518516,3.449074074074074e-06,1.2052607450874828e-06
231,403.0,10424999137431.703,2.8518518518518516,0.0,0.0
232,403.0,20361326440.296295,2.8518518518518516,3.9351851851851854e-07,3.9215449875225503e-07
233,403.0,5337599558365032.0,2.8518518518518516,0.0,0.0
234,403.0,667199944795629.0,2.8518518518518516,0.0,0.0
235,403.0,83399993099453.62,2.8518518518518516,0.0,0.0
236,403.0,162890611522.37036,2.8518518518518516,3.4722222222222227e-08,1.0795577607741686e-07
237,403.0,318145725.6296296,2.8518518518518516,2.6736111111111112e-05,2.8948145245744577e-06
238,403.0,9709.037037037036,2.8518518518518516,1.753567175925926,0.037000212823294014
239,403.0,4096.0,2.8518518518518516,2.3707742592592593,0.01667840504763951
240,393.0,5337599558365032.0,2.8518518518518516,0.0,0.0
241,393.0,4971026.962962963,2.8518518518518516,0.0018070370370370371,3.255166306313064e-05
242,393.0,77672.29629629629,2.8518518518518516,0.1321430324074074,0.006847502200745202
243,393.0,667199944795629.0,2.8518518518518516,0.0,0.0
244,393.0,621378.3703703703,2.8518518518518516,0.014561608796296296,0.0001947815554224172
245,393.0,318145725.6296296,2.8518518518518516,2.84375e-05,2.652635370426213e-06
246,393.0,10424999137431.703,2.8518518518518516,0.0,0.0
247,393.0,9709.037037037036,2.8518518518518516,1.9964812037037039,0.03285972926884429
248,393.0,20361326440.296295,2.8518518518518516,5.439814814814815e-07,3.9266656142794847e-07
249,393.0,1303124892178.963,2.8518518518518516,0.0,0.0
250,393.0,83399993099453.62,2.8518518518518516,0.0,0.0
251,393.0,4096.0,2.8518518518518516,2.4793365162037038,0.015735304012857644
252,393.0,512.0,2.8518518518518516,2.804092789351852,0.003249385237815735
253,393.0,162890611522.37036,2.8518518518518516,4.62962962962963e-08,1.5354744399793519e-07
254,393.0,2545165805.037037,2.8518518518518516,3.287037037037037e-06,1.1216705036653442e-06
255,393.0,39768215.7037037,2.8518518518518516,0.00022766203703703704,9.902836216128022e-06
