,Temperature (K),Volume (angstrom^3),C5 Number,C5 Loading Mean,C5 Loading STD
193,453.0,5726623061.333333,8.0,0.07693848333333334,0.0016645309625692034
194,453.0,9216.0,8.0,7.995338437499999,0.003122003798018733
195,453.0,1.2009599006321322e+16,8.0,0.0,0.0
196,453.0,1501199875790165.2,8.0,2.2074359375e-07,8.549364116473432e-07
197,453.0,187649984473770.66,8.0,1.32049203125e-06,2.452651235916503e-06
198,453.0,366503875925.3333,8.0,0.0011441212760416666,6.191846472265306e-05
199,453.0,89478485.33333333,8.0,3.5957334114583333,0.08823781811267037
200,453.0,11184810.666666666,8.0,6.813447942708334,0.16088509415528057
201,453.0,174762.66666666666,8.0,7.930232213541667,0.01802365113399782
202,453.0,1398101.3333333333,8.0,7.714607109375001,0.04179456287061987
203,453.0,715827882.6666666,8.0,0.7493010755208334,0.02694401623468106
204,453.0,2932031007402.6665,8.0,0.00014037940104166666,2.179619951285505e-05
205,453.0,45812984490.666664,8.0,0.009152741666666665,0.0002775631071182907
206,453.0,1152.0,8.0,7.9990754427083335,0.0018262533983585381
207,453.0,23456248059221.332,8.0,2.059234875e-05,8.141936997798098e-06
208,363.0,366503875925.3333,8.0,1.2522355208333336,0.38293315574988535
209,363.0,45812984490.666664,8.0,6.746813255208333,0.21921294858259227
210,363.0,715827882.6666666,8.0,7.969000729166667,0.014856304218497806
211,363.0,21845.333333333332,8.0,8.0,0.0
212,363.0,9216.0,8.0,8.0,0.0
213,363.0,1398101.3333333333,8.0,7.999896067708333,0.00044248284622151794
214,363.0,11184810.666666666,8.0,7.999618125,0.0005472762813470934
215,363.0,174762.66666666666,8.0,7.9999942187499995,1.2459896606358027e-05
216,363.0,187649984473770.66,8.0,0.00030814842187500005,3.536705377940835e-05
217,363.0,89478485.33333333,8.0,7.997075963541667,0.001991026931659813
218,363.0,1152.0,8.0,8.0,0.0
219,363.0,23456248059221.332,8.0,0.002537138984375,0.00012344357026525206
220,363.0,2932031007402.6665,8.0,0.022589348958333335,0.0029381476584595338
221,363.0,5726623061.333333,8.0,7.866451692708333,0.04191376763007728
222,363.0,1.2009599006321322e+16,8.0,6.232392291666667e-06,4.647205458944198e-06
223,363.0,1501199875790165.2,8.0,4.0565374999999994e-05,1.0834611428616637e-05
224,373.0,23456248059221.332,8.0,0.001269441875,7.514082871209186e-05
225,373.0,45812984490.666664,8.0,4.2089434375,0.3623730352809526
226,373.0,715827882.6666666,8.0,7.914609427083334,0.025963231512220884
227,373.0,1152.0,8.0,8.0,0.0
228,373.0,2932031007402.6665,8.0,0.010546530208333333,0.0004459918449899345
229,373.0,1501199875790165.2,8.0,2.0911687916666668e-05,8.374394817947883e-06
230,373.0,1.2009599006321322e+16,8.0,2.7181521874999997e-06,4.054131033236323e-06
231,373.0,89478485.33333333,8.0,7.98977140625,0.006155604092023653
232,373.0,21845.333333333332,8.0,7.999999348958333,3.624846590349925e-06
233,373.0,366503875925.3333,8.0,0.10445976302083335,0.009784827921268323
234,373.0,9216.0,8.0,8.0,0.0
235,373.0,1398101.3333333333,8.0,7.9998509375,0.0002015260518295139
236,373.0,174762.66666666666,8.0,7.999978307291666,4.862050303007236e-05
237,373.0,11184810.666666666,8.0,7.998650052083334,0.0018683018430652929
238,373.0,5726623061.333333,8.0,7.52231546875,0.09413021678353903
239,373.0,187649984473770.66,8.0,0.00016757898697916668,2.1216663606423967e-05
240,443.0,715827882.6666666,8.0,1.31493328125,0.04747069129914967
241,443.0,174762.66666666666,8.0,7.968716432291667,0.010584320277214569
242,443.0,11184810.666666666,8.0,7.269936197916667,0.08617349436247568
243,443.0,1398101.3333333333,8.0,7.852175520833333,0.024166609413321143
244,443.0,1152.0,8.0,7.999751901041667,0.0002340736242326729
245,443.0,366503875925.3333,8.0,0.0017796230729166668,8.500715880327636e-05
246,443.0,45812984490.666664,8.0,0.014565267447916665,0.0005330998848713285
247,443.0,2932031007402.6665,8.0,0.00021855854427083334,2.181980636879671e-05
248,443.0,5726623061.333333,8.0,0.12456556770833334,0.0045125911437316184
249,443.0,187649984473770.66,8.0,3.0896102083333335e-06,3.026134757763328e-06
250,443.0,89478485.33333333,8.0,4.423900234375,0.181962013574128
251,443.0,1501199875790165.2,8.0,5.51262265625e-07,1.2810230756111932e-06
252,443.0,1.2009599006321322e+16,8.0,0.0,0.0
253,443.0,9216.0,8.0,7.9978724479166665,0.0014254828911572017
254,443.0,21845.333333333332,8.0,7.9947735416666665,0.005086906816872301
255,443.0,23456248059221.332,8.0,2.8716624140625e-05,8.933070113679188e-06
